,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.3940471503161353,0.43619343245893416
f_max-NUCLEAR,0.028974753149789013,0.047979629374334115
einv_constr-CAR_BEV,0.037804829874321016,0.04773909326801283
avail-WET_BIOMASS,0.004702309904233424,0.047394789285318144
f_max-WIND_OFFSHORE,0.005262652278429744,0.0417076227794823
INDUSTRY-NON_ENERGY,0.006945913344732445,0.03777286130272158
f_max-DHN_DEEP_GEO,0.017241551190334874,0.032886412385820823
einv_constr-PV,0.011682360675397714,0.032552691344593404
einv_constr-WIND_ONSHORE,0.00026292481714734685,0.03084394489294232
other-share_mobility_public_max,0.01922096914743422,0.030653575960599297
f_max-WIND_ONSHORE,0.0050107329895322725,0.03043110018846149
einv_constr-CAR_NG,0.007535699156588851,0.030387212198251377
einv_op-ELECTRICITY,0.0006232878416505888,0.02772710658341241
avail-WOOD,0.013072701060007413,0.02647446541323153
einv_op-WET_BIOMASS,0.0005749464509477899,0.02544504236964016
einv_constr-BIO_HYDROLYSIS,0.003018581497838312,0.02490125043694051
c_pt-Wind_offshore,0.0017747336661726783,0.02451507039630859
einv_constr-DHN_DEEP_GEO,0.0017766059763820554,0.022867525952525725
c_pt-Wind_onshore,0.0010758001872229076,0.021987059734317787
einv_op-GAS,0.000993372982920635,0.021631874945857766
TRANSPORTATION-MOBILITY_FREIGHT,0.00010706673201313672,0.020792379235706617
einv_constr-DEC_COGEN_GAS,0.0006798194717986174,0.020771705882993374
einv_constr-IND_COGEN_WOOD,0.0003286430103653294,0.02036378097575934
einv_constr-DHN_COGEN_WASTE,0.00017347899635037422,0.020032718022121247
einv_op-METHANOL,0.003678703596945762,0.019612838801109186
einv_constr-CAR_FUEL_CELL,0.0010810863583121987,0.019134435715673165
einv_constr-DHN_COGEN_WOOD,0.00010753898210718097,0.019028381425969403
c_pt-PV,0.0026566270577896953,0.01879327376339143
einv_op-URANIUM,0.004581835369056292,0.01836863376567721
other-import_capacity,0.0001494956073854615,0.01828237893770584
other-ELECTRICITY,0.0002240592392145579,0.018069490291311312
einv_constr-IND_DIRECT_ELEC,8.271564563987228e-05,0.01789034818263115
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.004316665468266946,0.017615382812889203
einv_constr-GAS_TO_HVC,2.609105371475444e-06,0.016538918072703378
einv_op-BIOETHANOL,0.0008471572991724596,0.015140733744204127
einv_constr-IND_BOILER_OIL,0.0003174928210637151,0.014705958323320332
INDUSTRY-ELECTRICITY,7.610529901333306e-05,0.014133616353044975
TRANSPORTATION-MOBILITY_PASSENGER,0.0015608332124483456,0.013546567301971714
einv_constr-CAR_HEV,0.001189440741902048,0.012816177899259477
einv_op-AMMONIA_RE,0.0007882727214673826,0.012667098941548782
einv_op-BIODIESEL,0.0003556853293913574,0.012038865965729829
einv_constr-DEC_BOILER_WOOD,0.0006528988703983257,0.012004446870878987
